clv,Coverage,Gender,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Total.Claim.Amount,Vehicle.Class
5626.530435,Basic,F,46897,Married,70,0,3,Offer4,344.377218,Four-Door Car
3208.919835,Extended,F,40135,Married,80,0,1,Offer1,78.008093,Four-Door Car
5282.543094,Basic,M,38606,Single,68,0,3,Offer1,413.288851,Four-Door Car
8696.7107,Basic,F,56550,Married,73,3,2,Offer3,162.775889,Four-Door Car
5259.444853,Basic,F,61146,Married,65,0,6,Offer2,273.018929,Four-Door Car
7854.771821,Basic,M,36409,Married,66,0,2,Offer1,316.8,Four-Door Car
6438.97103,Extended,F,90035,Married,80,0,3,Offer2,141.628547,Four-Door Car
11633.57855,Extended,F,39669,Married,98,0,2,Offer2,492.935479,Two-Door Car
2442.422113,Basic,F,57963,Divorced,61,0,1,Offer2,42.160829,Four-Door Car
14024.35839,Premium,F,81872,Married,115,0,2,Offer2,256.43803,Four-Door Car
2491.257604,Basic,F,25965,Divorced,65,0,1,Offer1,329.206567,Four-Door Car
3410.199334,Extended,F,59662,Married,85,0,1,Offer2,10.168824,Four-Door Car
3842.028065,Premium,M,27906,Divorced,102,0,1,Offer2,489.6,Four-Door Car
3339.853704,Extended,F,51032,Married,83,0,1,Offer4,349.954886,Four-Door Car
5358.269985,Extended,F,83771,Married,133,0,1,Offer4,482.328161,Sports Car
9268.672154,Basic,F,57052,Married,115,1,4,Offer3,483.62724,SUV
4200.373728,Premium,M,51510,Divorced,106,0,1,Offer2,688.547375,Four-Door Car
4829.571981,Basic,F,34819,Married,61,0,6,Offer1,185.898327,Four-Door Car
14244.73069,Extended,F,31189,Single,122,0,2,Offer2,585.6,Sports Car
4095.201692,Basic,F,32180,Married,103,0,1,Offer3,558.835255,Sports Car
7540.054749,Extended,F,67018,Married,94,0,4,Offer2,104.427573,Four-Door Car
2821.002026,Extended,M,0,Married,77,0,1,Offer4,436.369797,Two-Door Car
19731.34147,Basic,F,33588,Married,62,0,2,Offer1,419.921897,Four-Door Car
6685.069081,Extended,M,56270,Married,83,0,4,Offer2,398.4,Four-Door Car
8408.317401,Basic,M,82800,Married,70,0,2,Offer1,442.194796,Four-Door Car
7371.58568,Basic,F,0,Divorced,68,0,2,Offer3,425.137341,Four-Door Car
4742.106389,Premium,M,63891,Married,119,0,1,Offer4,7.651121,Two-Door Car
15865.166,Extended,F,43946,Divorced,133,0,2,Offer2,415.98615,Sports Car
5396.311664,Basic,M,62039,Married,68,1,8,Offer3,265.877583,Four-Door Car
4330.38602,Premium,M,60475,Married,107,0,1,Offer2,513.6,Four-Door Car
5708.024308,Basic,F,70279,Single,71,0,7,Offer4,331.231484,Four-Door Car
3500.855508,Extended,F,0,Married,93,0,1,Offer4,446.4,Two-Door Car
3919.366722,Extended,F,66676,Married,97,0,1,Offer3,558.099357,Four-Door Car
2910.317298,Extended,M,12048,Married,77,0,1,Offer2,369.6,Four-Door Car
4827.77681,Basic,F,0,Single,68,0,6,Offer1,326.4,Four-Door Car
4811.740943,Basic,F,0,Single,68,0,6,Offer1,619.07199,Two-Door Car
7834.151482,Extended,F,36094,Married,99,1,5,Offer2,456.50357,Two-Door Car
14666.23121,Basic,M,0,Single,61,0,2,Offer1,439.2,Four-Door Car
7199.645715,Extended,F,63328,Married,89,0,9,Offer2,427.2,Two-Door Car
3914.719645,Basic,M,0,Single,112,0,1,Offer1,587.861936,Sports Car
9470.273932,Premium,F,36121,Married,118,0,4,Offer3,1107.145019,Four-Door Car
5479.555081,Basic,M,56005,Married,68,1,3,Offer1,326.4,Four-Door Car
2488.241391,Basic,F,48597,Single,71,5,1,Offer4,305.697525,Four-Door Car
5886.615741,Extended,F,0,Single,81,0,4,Offer1,583.2,Four-Door Car
8406.385414,Basic,F,42540,Married,70,0,2,Offer1,43.548973,Four-Door Car
8685.91529,Basic,M,87544,Married,109,1,3,Offer2,523.2,SUV
17822.56375,Extended,F,42696,Single,228,0,9,Offer3,1273.741085,Luxury Car
2798.679988,Basic,M,88009,Single,71,0,1,Offer1,266.52482,Two-Door Car
3288.6575,Extended,M,0,Single,97,0,1,Offer2,1026.315988,Four-Door Car
2004.350666,Basic,F,0,Divorced,66,4,1,Offer1,316.8,Four-Door Car
13736.1325,Premium,F,16181,Divorced,181,0,8,Offer1,1261.319869,SUV
4411.65582,Basic,M,0,Single,62,0,6,Offer1,446.4,Two-Door Car
5392.440611,Extended,F,75438,Single,136,0,1,Offer1,438.480672,SUV
2561.576924,Basic,F,0,Single,73,0,1,Offer2,842.87608,Two-Door Car
6057.07208,Extended,M,27681,Married,83,0,9,Offer2,398.4,Two-Door Car
2693.530229,Basic,F,63684,Single,68,0,1,Offer2,343.889585,Two-Door Car
4296.604128,Basic,F,61737,Married,107,0,1,Offer1,495.670802,Sports Car
11624.82149,Premium,M,0,Single,113,0,2,Offer1,813.6,Four-Door Car
8749.496793,Premium,M,52373,Divorced,111,0,9,Offer1,186.160527,Four-Door Car
3155.911309,Extended,M,58213,Married,79,0,1,Offer1,39.714767,Four-Door Car
3317.904817,Extended,M,74142,Married,83,0,1,Offer4,398.4,Two-Door Car
7821.188278,Premium,F,0,Single,109,0,3,Offer2,784.8,Four-Door Car
4240.925575,Premium,M,49746,Married,111,3,1,Offer1,589.298521,Four-Door Car
8992.779137,Extended,F,0,Single,129,0,7,Offer1,1059.572464,SUV
7304.15545,Premium,M,0,Divorced,104,0,3,Offer1,499.2,Four-Door Car
5217.513287,Basic,F,39854,Divorced,66,0,7,Offer2,261.930545,Two-Door Car
2725.356404,Basic,F,36650,Married,69,1,1,Offer2,56.60333,Four-Door Car
18569.50063,Extended,F,32756,Married,93,0,2,Offer1,381.118731,Two-Door Car
9985.366015,Extended,M,36268,Single,86,1,2,Offer2,531.164627,Four-Door Car
8257.666512,Basic,F,23815,Married,73,0,2,Offer2,424.330166,Four-Door Car
8002.308333,Basic,F,0,Married,107,0,3,Offer1,513.6,SUV
5897.745369,Basic,M,39188,Divorced,74,0,3,Offer3,355.2,Four-Door Car
4686.469674,Basic,M,58089,Married,118,0,1,Offer1,566.4,SUV
5943.07303,Basic,F,62120,Married,74,0,8,Offer4,28.31732,Four-Door Car
2648.471057,Basic,F,26540,Married,69,0,1,Offer2,378.432035,Four-Door Car
4650.063763,Basic,M,28215,Single,65,0,3,Offer1,468,Two-Door Car
2951.294057,Basic,F,69600,Married,74,0,1,Offer2,341.396161,Four-Door Car
2464.510412,Basic,F,40982,Married,62,0,1,Offer1,106.665934,Four-Door Car
5555.830205,Basic,M,74015,Single,72,0,6,Offer2,471.443077,Four-Door Car
3199.703983,Extended,M,0,Single,94,0,1,Offer1,1121.876091,Two-Door Car
2776.317884,Extended,F,0,Single,79,0,1,Offer1,509.028102,Four-Door Car
16355.31386,Premium,M,29439,Divorced,146,0,2,Offer1,700.8,SUV
7329.889139,Basic,M,0,Single,108,0,4,Offer1,518.4,Sports Car
5555.830205,Basic,M,74015,Single,72,0,6,Offer2,471.443077,Four-Door Car
6383.482152,Extended,F,67881,Married,79,0,4,Offer3,391.039166,Two-Door Car
7758.588506,Extended,F,96162,Single,97,0,4,Offer2,376.569009,Four-Door Car
14932.09982,Basic,F,39049,Married,63,0,2,Offer2,294.75626,Two-Door Car
8047.410936,Basic,M,29808,Married,105,1,3,Offer1,52.456587,SUV
10861.515,Extended,F,65727,Married,134,0,6,Offer1,363.995013,SUV
2195.295372,Basic,F,0,Single,62,1,1,Offer1,446.4,Four-Door Car
2397.036098,Basic,F,22283,Divorced,65,0,1,Offer1,572.072106,Four-Door Car
4070.045873,Basic,F,37435,Single,105,0,1,Offer3,314.441585,SUV
5578.522348,Basic,M,27756,Married,71,0,8,Offer1,735.733206,Two-Door Car
8139.525579,Basic,M,86876,Married,68,0,2,Offer4,118.810361,Four-Door Car
7444.939419,Premium,M,0,Single,114,0,4,Offer1,863.861736,Four-Door Car
7295.332712,Extended,F,34062,Married,91,0,3,Offer3,603.350571,Four-Door Car
5325.724541,Basic,M,0,Married,73,0,7,Offer2,496.474767,Two-Door Car
2442.212317,Basic,F,0,Single,69,0,1,Offer1,331.2,Four-Door Car
10307.65258,Extended,F,78358,Married,128,0,3,Offer3,614.4,SUV
2461.797738,Basic,F,12222,Married,67,1,1,Offer3,321.6,Two-Door Car
2521.684392,Basic,F,41247,Divorced,64,0,1,Offer4,307.2,Two-Door Car
2822.591481,Basic,F,25531,Married,74,0,1,Offer1,355.2,Two-Door Car
5811.996703,Basic,M,58643,Divorced,74,0,3,Offer3,329.46648,Four-Door Car
9320.240511,Premium,F,18643,Married,119,0,5,Offer1,571.2,Four-Door Car
7218.16275,Premium,F,95058,Married,177,0,1,Offer2,89.712324,SUV
6117.034997,Extended,F,0,Single,87,0,8,Offer3,1032.609293,Four-Door Car
4882.289803,Basic,F,19715,Married,66,4,5,Offer1,475.2,Four-Door Car
2674.07551,Basic,F,68787,Married,66,0,1,Offer4,105.379402,Four-Door Car
7724.678387,Basic,M,29056,Married,66,0,2,Offer2,355.531267,Two-Door Car
4708.203284,Basic,F,47829,Married,117,1,1,Offer3,561.6,SUV
4447.423455,Premium,F,13128,Married,118,0,1,Offer4,771.878514,Four-Door Car
4823.558028,Extended,F,58946,Married,121,0,1,Offer1,486.720776,SUV
5420.361822,Basic,M,31614,Single,71,0,4,Offer2,234.683628,Four-Door Car
7583.141211,Basic,F,44667,Single,65,0,2,Offer1,245.661376,Four-Door Car
3852.425156,Premium,M,0,Single,111,0,1,Offer3,937.824847,Four-Door Car
7647.451823,Basic,M,91512,Married,189,0,1,Offer3,907.2,Luxury Car
5229.68034,Basic,F,26540,Divorced,69,1,5,Offer2,331.2,Four-Door Car
3614.078436,Basic,M,0,Single,103,0,1,Offer1,741.6,SUV
2853.512645,Basic,M,38798,Married,72,0,1,Offer2,332.945455,Four-Door Car
8543.325539,Basic,F,0,Married,117,0,4,Offer1,561.6,Sports Car
5150.416511,Basic,F,65629,Married,64,0,3,Offer4,89.411365,Four-Door Car
8723.667123,Basic,F,33291,Married,73,1,2,Offer1,172.226165,Four-Door Car
16477.47799,Extended,F,57264,Divorced,84,1,2,Offer1,129.249842,Four-Door Car
4244.470352,Basic,M,34220,Married,109,1,1,Offer2,523.2,SUV
5757.442258,Basic,M,88997,Divorced,72,0,3,Offer2,174.041566,Four-Door Car
4826.831451,Basic,M,18779,Married,63,0,4,Offer3,215.255721,Four-Door Car
8092.87696,Basic,M,50825,Married,102,0,3,Offer1,369.614729,SUV
3011.270628,Extended,M,0,Single,86,0,1,Offer1,569.130423,Four-Door Car
8663.919296,Basic,F,29218,Married,72,0,2,Offer3,502.369442,Four-Door Car
2471.528431,Basic,M,95697,Married,61,0,1,Offer2,114.273025,Two-Door Car
5627.297887,Basic,F,61486,Married,70,0,3,Offer2,334.13351,Two-Door Car
7494.087341,Basic,F,0,Married,68,0,2,Offer3,326.4,Four-Door Car
5452.625449,Basic,F,17723,Married,72,0,3,Offer1,345.6,Two-Door Car
2592.437797,Basic,M,72421,Married,65,0,1,Offer2,312,Four-Door Car
6721.893743,Extended,F,36510,Married,84,0,6,Offer1,286.781601,Four-Door Car
5500.576161,Basic,M,35396,Divorced,70,0,3,Offer4,336,Two-Door Car
2550.659053,Basic,F,69230,Married,63,0,1,Offer3,283.241868,Four-Door Car
7771.582097,Premium,F,28054,Married,195,1,1,Offer3,571.663256,SUV
4236.301454,Premium,F,25866,Married,109,0,1,Offer1,523.2,Four-Door Car
9025.067525,Premium,F,23675,Married,117,0,7,Offer1,707.925645,Four-Door Car
2615.911934,Basic,M,0,Married,71,0,1,Offer2,340.8,Two-Door Car
2396.219292,Basic,F,0,Married,66,2,1,Offer2,433.160284,Four-Door Car
4784.416267,Basic,F,0,Single,68,0,6,Offer1,326.4,Two-Door Car
3873.647046,Basic,M,28142,Married,105,0,1,Offer2,701.708239,Sports Car
7806.137458,Basic,M,23706,Married,68,1,2,Offer3,326.4,Four-Door Car
4717.625727,Extended,M,0,Married,131,0,1,Offer2,628.8,SUV
5625.908671,Extended,M,0,Single,85,0,3,Offer2,872.203927,Four-Door Car
5182.941518,Basic,F,83527,Married,64,1,3,Offer2,39.127298,Two-Door Car
6005.214792,Extended,M,26876,Single,76,0,8,Offer1,364.8,Four-Door Car
9837.507586,Extended,F,55099,Divorced,122,0,3,Offer2,260.265417,Sports Car
5206.028448,Basic,F,71661,Married,65,0,4,Offer4,312,Four-Door Car
2837.109178,Basic,M,90893,Married,70,0,1,Offer1,70.712507,Two-Door Car
11785.04181,Premium,M,90016,Married,102,4,2,Offer1,20.405935,Four-Door Car
3124.933827,Extended,M,81285,Single,81,2,1,Offer1,441.765368,Four-Door Car
13862.10016,Basic,F,96950,Married,115,0,2,Offer4,633.132017,Sports Car
8200.269735,Basic,M,24814,Single,69,0,2,Offer2,331.2,Two-Door Car
8456.268179,Extended,F,0,Single,90,3,2,Offer1,648,Two-Door Car
2124.173841,Basic,M,0,Married,61,1,1,Offer4,60.5975,Two-Door Car
9045.111945,Premium,F,52572,Divorced,113,0,3,Offer1,441.623031,Four-Door Car
3187.351993,Extended,M,0,Married,85,0,1,Offer2,595.160486,Two-Door Car
8113.962284,Basic,F,41701,Married,68,0,2,Offer1,64.646458,Four-Door Car
9087.586819,Extended,M,0,Married,80,0,2,Offer1,384,Four-Door Car
12519.79639,Basic,M,34179,Married,107,0,2,Offer2,770.4,Sports Car
6057.07208,Extended,M,27681,Married,83,0,9,Offer2,398.4,Two-Door Car
4967.044248,Basic,M,0,Divorced,73,0,4,Offer2,359.35328,Four-Door Car
6933.335325,Basic,F,0,Single,70,1,2,Offer2,504,Four-Door Car
2162.417356,Basic,F,0,Single,66,2,1,Offer1,316.8,Two-Door Car
9095.049868,Basic,M,37937,Married,116,0,5,Offer2,556.8,SUV
4228.248035,Basic,F,77853,Single,106,0,1,Offer1,165.237444,SUV
6521.368813,Extended,F,72608,Married,82,3,8,Offer2,393.6,Four-Door Car
10209.02324,Extended,M,36568,Married,128,0,6,Offer1,978.621302,SUV
7600.443798,Basic,M,0,Single,110,2,3,Offer2,796.987409,SUV
3894.623983,Extended,F,59578,Married,98,1,1,Offer1,403.67601,Four-Door Car
8510.758196,Basic,M,26032,Married,109,0,3,Offer2,638.098653,SUV
2712.832687,Basic,M,39618,Married,68,0,1,Offer1,326.4,Four-Door Car
2258.793954,Basic,M,0,Single,65,0,1,Offer3,625.483498,Four-Door Car
4815.851943,Extended,M,59438,Single,124,0,1,Offer3,562.667789,SUV
8007.399376,Basic,F,0,Divorced,112,0,3,Offer1,537.6,Sports Car
3008.969524,Extended,M,0,Single,87,0,1,Offer1,401.484738,Four-Door Car
2530.705137,Basic,F,89451,Single,63,0,1,Offer2,61.769564,Four-Door Car
10787.11572,Extended,M,44695,Divorced,91,0,2,Offer1,147.954285,Four-Door Car
11923.75365,Premium,F,24581,Married,101,0,2,Offer1,484.8,Four-Door Car
5186.359717,Basic,M,0,Married,73,1,6,Offer2,194.944319,Four-Door Car
10103.64886,Extended,F,72334,Married,129,3,6,Offer3,412.829624,SUV
6438.995346,Extended,M,19831,Married,83,0,7,Offer1,398.4,Four-Door Car
3909.636524,Extended,M,40361,Married,98,0,1,Offer2,71.169255,Four-Door Car
13211.01092,Premium,M,74656,Divorced,111,0,2,Offer3,504.365927,Four-Door Car
14616.36817,Extended,M,25358,Single,126,0,2,Offer4,750.58561,SUV
3732.345012,Extended,M,35461,Married,95,1,1,Offer1,9.214343,Four-Door Car
8750.643581,Extended,M,59047,Divorced,76,3,2,Offer1,364.8,Four-Door Car
10662.63422,Extended,F,62409,Divorced,89,0,2,Offer2,392.686432,Four-Door Car
3861.486269,Extended,F,93272,Married,95,0,1,Offer2,281.110788,Four-Door Car
9807.829589,Extended,F,0,Married,135,0,4,Offer1,970.456654,Sports Car
3252.828464,Extended,M,20166,Married,83,0,1,Offer4,398.4,Two-Door Car
2711.899826,Basic,F,0,Single,74,0,1,Offer2,355.2,Four-Door Car
2453.570794,Basic,M,29735,Single,69,0,1,Offer1,331.2,Four-Door Car
11228.28966,Basic,M,0,Single,64,0,2,Offer3,772.83851,Four-Door Car
2458.447909,Basic,M,57564,Married,63,1,1,Offer3,302.4,Two-Door Car
11160.07706,Extended,F,33232,Married,94,0,2,Offer3,435.527845,Four-Door Car
13118.74322,Premium,F,11854,Married,113,0,2,Offer1,807.721213,Four-Door Car
6120.185345,Extended,F,23843,Married,79,0,5,Offer3,344.693511,Four-Door Car
13881.03947,Premium,F,17961,Married,181,0,3,Offer2,476.707749,Sports Car
4787.472973,Basic,F,0,Married,64,0,3,Offer2,360.110955,Four-Door Car
8177.048957,Basic,F,54695,Married,103,0,5,Offer1,494.4,SUV
3309.248219,Extended,M,85632,Married,82,0,1,Offer2,7.2574,Two-Door Car
14635.45158,Extended,F,0,Divorced,139,0,2,Offer1,667.2,SUV
5120.615661,Extended,F,0,Married,76,4,3,Offer2,277.220384,Four-Door Car
19253.03441,Premium,F,39895,Married,160,0,2,Offer3,765.591167,SUV
6646.749298,Extended,F,95815,Married,82,0,3,Offer3,393.6,Four-Door Car
8742.472473,Basic,F,37224,Divorced,74,0,2,Offer3,355.2,Four-Door Car
8467.369513,Extended,M,0,Single,122,0,5,Offer1,1100.088685,SUV
6992.531494,Extended,F,94652,Married,86,0,3,Offer1,412.8,Four-Door Car
13037.03339,Basic,F,28582,Single,112,0,2,Offer2,537.6,Sports Car
10883.78785,Extended,F,91123,Divorced,138,3,8,Offer1,103.462381,SUV
9114.276632,Premium,M,85942,Married,116,2,5,Offer3,79.340118,Four-Door Car
5104.354719,Basic,M,77025,Single,64,2,3,Offer1,380.917107,Two-Door Car
2174.111987,Basic,M,16997,Married,65,3,1,Offer2,468,Two-Door Car
9890.210998,Extended,M,52408,Married,125,0,9,Offer1,179.125777,Sports Car
8719.125849,Premium,M,0,Married,116,1,7,Offer2,556.8,Four-Door Car
8516.751366,Basic,M,37573,Married,112,3,3,Offer1,537.6,SUV
11606.84868,Extended,F,45893,Married,97,0,2,Offer2,465.6,Two-Door Car
3731.504584,Extended,F,0,Married,96,0,1,Offer1,460.8,Four-Door Car
3303.090814,Extended,M,29385,Single,88,2,1,Offer1,422.4,Two-Door Car
8888.875454,Extended,M,21509,Single,81,1,2,Offer4,413.492922,Two-Door Car
8173.50314,Basic,F,68144,Married,70,4,2,Offer1,336,Four-Door Car
4923.950434,Basic,M,31093,Married,63,0,3,Offer2,302.4,Four-Door Car
2823.501795,Basic,M,24350,Married,73,3,1,Offer2,350.4,Four-Door Car
7824.372789,Basic,M,32823,Married,100,0,8,Offer2,480,SUV
8311.854644,Basic,M,44843,Single,105,0,3,Offer1,391.419263,SUV
5384.532684,Basic,F,59364,Married,67,0,5,Offer4,321.6,Four-Door Car
3978.665051,Extended,M,39101,Married,99,0,1,Offer3,167.174678,Four-Door Car
6237.507291,Extended,M,0,Married,90,1,3,Offer4,432,Two-Door Car
6969.880958,Extended,F,27604,Married,92,1,9,Offer2,441.6,Two-Door Car
5024.029643,Basic,F,91603,Married,64,5,8,Offer2,307.2,Four-Door Car
8414.080425,Basic,F,59828,Married,104,0,8,Offer1,499.2,SUV
2801.562831,Basic,M,33247,Married,72,0,1,Offer2,284.956298,Four-Door Car
5010.917847,Extended,M,45867,Married,126,0,1,Offer1,604.8,Sports Car
4997.780688,Basic,F,54827,Single,64,0,3,Offer1,132.947215,Four-Door Car
2236.085718,Basic,F,0,Married,64,3,1,Offer4,307.2,Two-Door Car
10934.73726,Extended,M,47170,Married,139,0,3,Offer3,667.2,Sports Car
3289.132998,Extended,F,21947,Married,83,0,1,Offer3,366.90936,Four-Door Car
14014.10119,Basic,F,39018,Married,117,0,2,Offer3,561.6,SUV
5604.330774,Basic,M,20252,Married,71,0,3,Offer2,198.227061,Four-Door Car
2912.235077,Extended,M,0,Single,88,0,1,Offer3,633.6,Four-Door Car
5616.845326,Basic,M,48602,Married,70,0,5,Offer3,487.884823,Two-Door Car
7504.685954,Basic,F,97849,Married,62,0,2,Offer4,183.117146,Four-Door Car
3746.751625,Extended,F,41479,Married,94,1,1,Offer2,19.575683,Two-Door Car
2959.819985,Basic,F,69746,Divorced,74,0,1,Offer1,225.032781,Four-Door Car
7725.535708,Extended,M,96748,Married,96,0,9,Offer2,460.8,Two-Door Car
13248.63735,Premium,M,25074,Married,112,0,2,Offer1,537.6,Two-Door Car
2717.781848,Basic,M,66463,Married,68,0,1,Offer2,326.4,Two-Door Car
2734.149158,Basic,M,34865,Married,69,0,1,Offer3,255.946801,Four-Door Car
9199.388961,Premium,M,37399,Married,116,0,3,Offer1,392.826082,Four-Door Car
4956.620638,Basic,F,31562,Married,66,4,7,Offer4,316.8,Four-Door Car
5574.959174,Basic,F,54684,Divorced,71,2,3,Offer3,487.070965,Four-Door Car
9192.592887,Basic,M,37388,Married,117,0,5,Offer4,561.6,SUV
3878.770231,Extended,F,84981,Married,96,0,1,Offer1,4.719043,Four-Door Car
4419.116971,Premium,M,24046,Married,116,0,1,Offer4,556.8,Two-Door Car
4772.943848,Extended,M,20993,Divorced,133,0,1,Offer2,638.4,SUV
9101.523916,Basic,M,48029,Divorced,116,0,7,Offer2,556.8,SUV
7609.089616,Basic,M,16233,Married,197,0,1,Offer4,1418.4,Luxury Car
2668.662697,Basic,M,30718,Married,67,1,1,Offer1,321.6,Two-Door Car
5141.976413,Basic,M,60277,Married,65,0,7,Offer3,146.390518,Four-Door Car
7451.49202,Basic,M,0,Single,107,0,8,Offer1,770.4,SUV
2620.167098,Basic,M,31911,Single,68,0,1,Offer1,245.893663,Four-Door Car
4909.844198,Basic,F,61402,Divorced,62,0,3,Offer1,252.157829,Two-Door Car
8023.075248,Premium,F,34335,Married,101,0,3,Offer1,484.8,Two-Door Car
20446.6023,Extended,M,71467,Divorced,86,0,2,Offer3,324.879569,Two-Door Car
4966.848441,Basic,M,0,Single,74,0,9,Offer1,532.8,Four-Door Car
3549.016697,Extended,M,36168,Divorced,90,0,1,Offer3,432,Four-Door Car
5350.367001,Extended,F,58357,Single,137,2,1,Offer2,708.220713,Sports Car
8065.234637,Extended,M,29692,Divorced,77,0,2,Offer2,449.352139,Four-Door Car
7892.824093,Basic,M,29215,Single,67,0,2,Offer2,327.656191,Four-Door Car
4540.9925,Basic,F,0,Divorced,61,0,3,Offer2,486.121464,Two-Door Car
2852.527169,Basic,M,26841,Married,74,1,1,Offer3,418.534381,Four-Door Car
10720.41744,Extended,F,34837,Single,139,1,4,Offer1,667.2,SUV
4795.387295,Basic,F,33068,Married,61,1,6,Offer1,213.038013,Four-Door Car
5182.393447,Extended,F,44820,Married,133,3,1,Offer1,336.13217,Sports Car
2320.750557,Basic,M,19581,Married,61,0,1,Offer2,377.24342,Four-Door Car
7714.650119,Basic,M,0,Single,74,0,2,Offer3,532.8,Two-Door Car
7880.337212,Basic,M,23129,Married,70,0,2,Offer1,491.65337,Four-Door Car
9029.940704,Extended,M,0,Single,138,0,3,Offer1,1376.958592,SUV
6965.423975,Extended,F,25411,Married,86,0,8,Offer2,242.807725,Four-Door Car
15114.40241,Basic,F,28513,Married,100,1,2,Offer2,480,SUV
10760.17612,Extended,F,74835,Married,133,0,7,Offer1,107.645982,SUV
5808.932598,Basic,F,43282,Divorced,72,0,3,Offer2,166.799814,Two-Door Car
2220.187426,Basic,M,0,Married,62,2,1,Offer1,311.506082,Four-Door Car
4914.035833,Basic,M,10037,Single,71,0,3,Offer1,292.181494,Four-Door Car
2395.57,Basic,F,21986,Divorced,63,0,1,Offer2,333.696228,Two-Door Car
5522.524223,Extended,F,85609,Married,136,0,1,Offer2,652.8,SUV
15808.75757,Extended,M,86347,Married,130,0,2,Offer1,593.779554,Sports Car
2827.328603,Basic,F,20368,Single,72,0,1,Offer4,345.6,Four-Door Car
5421.524497,Basic,F,25778,Divorced,68,0,3,Offer2,20.141289,Two-Door Car
2514.59196,Basic,F,43860,Single,65,0,1,Offer2,156.124914,Four-Door Car
5157.642282,Basic,M,93303,Single,65,0,5,Offer1,40.757983,Four-Door Car
4874.665223,Basic,M,67467,Married,61,0,9,Offer4,365.879938,Two-Door Car
4198.02525,Basic,M,30598,Married,106,0,1,Offer3,508.8,SUV
5380.898636,Basic,F,55350,Married,67,0,9,Offer1,321.6,Four-Door Car
13466.92071,Basic,F,11432,Married,119,0,2,Offer2,571.2,SUV
2424.424678,Basic,M,27093,Married,61,0,1,Offer3,292.8,Four-Door Car
3823.853815,Basic,M,0,Single,108,0,1,Offer1,777.6,SUV
13883.32934,Basic,F,0,Single,197,0,9,Offer2,1418.4,Luxury Car
2438.533897,Basic,F,38961,Divorced,62,0,1,Offer1,297.6,Two-Door Car
2840.302575,Basic,M,79181,Divorced,72,0,1,Offer2,241.277426,Four-Door Car
7596.143777,Extended,M,56225,Divorced,97,0,3,Offer1,465.6,Four-Door Car
15096.27023,Basic,M,14909,Married,199,0,6,Offer1,1238.077611,Luxury Car
6005.214792,Extended,M,26876,Single,76,0,8,Offer1,364.8,Four-Door Car
3455.23067,Extended,M,68401,Divorced,88,0,1,Offer2,242.254164,Four-Door Car
5728.581037,Basic,F,29730,Married,72,0,3,Offer3,463.21435,Four-Door Car
5163.228365,Extended,F,35577,Married,130,0,1,Offer1,574.51239,SUV
2602.650842,Basic,M,41958,Married,66,1,1,Offer4,206.818326,Four-Door Car
2789.74739,Basic,F,15514,Married,74,0,1,Offer4,355.2,Four-Door Car
11250.09857,Premium,F,29505,Married,284,0,1,Offer2,1979.444237,Luxury Car
16510.96722,Basic,F,31356,Married,68,0,2,Offer2,326.4,Two-Door Car
7607.983712,Basic,F,31456,Single,199,0,1,Offer1,436.695385,Luxury SUV
5603.73932,Basic,F,95284,Married,69,0,4,Offer2,327.647322,Four-Door Car
6674.44805,Extended,M,0,Single,98,0,9,Offer2,931.648937,Two-Door Car
4049.415027,Premium,F,62864,Single,104,0,1,Offer3,171.213743,Two-Door Car
4958.016206,Basic,M,22842,Married,65,0,9,Offer1,468,Four-Door Car
7850.128057,Basic,F,67186,Single,66,0,2,Offer3,184.936711,Four-Door Car
6382.583452,Extended,M,0,Married,87,0,3,Offer2,417.6,Four-Door Car
5737.499595,Basic,F,68946,Married,71,0,8,Offer1,309.627788,Four-Door Car
7688.023506,Basic,F,56680,Single,100,2,3,Offer1,480,SUV
4873.436612,Extended,F,18866,Married,126,0,1,Offer3,604.8,SUV
2824.681217,Basic,F,82875,Married,70,0,1,Offer2,455.337179,Four-Door Car
3722.368016,Basic,F,0,Married,109,2,1,Offer3,523.2,SUV
5535.963648,Extended,F,84863,Divorced,138,0,1,Offer4,691.697458,SUV
4727.8341,Extended,F,0,Married,127,0,1,Offer1,609.6,SUV
2378.667328,Basic,M,54753,Single,61,0,1,Offer1,292.8,Four-Door Car
9337.895228,Premium,F,76381,Married,116,0,4,Offer3,556.8,Two-Door Car
6189.994337,Extended,M,59523,Married,78,1,8,Offer1,343.789779,Four-Door Car
5638.262608,Basic,F,56017,Married,71,0,6,Offer1,51.995897,Four-Door Car
5264.361755,Basic,M,14306,Divorced,74,3,7,Offer2,355.061143,Four-Door Car
4035.68383,Basic,F,21359,Married,101,0,1,Offer4,484.8,Sports Car
4117.4697,Basic,F,86101,Married,102,0,1,Offer1,344.736945,SUV
8382.478392,Basic,M,25998,Married,71,0,2,Offer2,791.878042,Four-Door Car
2435.147986,Basic,F,64341,Single,61,0,1,Offer1,79.934072,Four-Door Car
6599.081932,Premium,F,36060,Married,165,0,1,Offer2,774.558233,Sports Car
5353.932122,Basic,M,61894,Married,67,0,4,Offer3,266.996814,Four-Door Car
6747.524275,Basic,M,26721,Divorced,65,3,2,Offer2,312,Four-Door Car
7412.135256,Extended,F,59940,Single,94,0,3,Offer3,303.098944,Four-Door Car
