track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m
low,rock,classic rock,0.364,0.457,4,-14.162,minor,0.0675,0.29,0.000106,0.922,0.175,163.219,5.62355
low,rock,classic rock,0.651,0.446,6,-9.571,minor,0.0268,0.245,0.0104,0.058,0.862,99.896,5.016666667
low,rock,classic rock,0.449,0.942,9,-4.23,major,0.108,0.0493,0.00565,0.273,0.356,137.557,3.423783333
low,rock,classic rock,0.565,0.419,10,-13.38,minor,0.0391,0.151,2.18E-05,0.113,0.456,123.967,3.047116667
low,rock,classic rock,0.449,0.698,11,-6.791,major,0.0655,0.125,0.163,0.178,0.624,83.18,3.37045
low,rock,classic rock,0.592,0.595,5,-4.517,minor,0.0297,0.51,0,0.106,0.58,106.646,2.457783333
low,rock,classic rock,0.656,0.65,0,-11.643,major,0.0575,0.634,0.0148,0.161,0.931,146.268,2.617333333
low,rock,classic rock,0.497,0.416,2,-15.925,major,0.0268,0.548,0.065,0.0846,0.59,103.317,4.60375
low,rock,classic rock,0.597,0.554,11,-14.144,minor,0.0425,0.029,0,0.0766,0.963,117.835,2.22
low,rock,classic rock,0.293,0.74,7,-6.098,major,0.0399,0.446,0.00151,0.0998,0.516,118.23,4.82155
low,rock,classic rock,0.55,0.611,3,-10.657,major,0.0443,0.0392,0,0.0631,0.626,168.512,4.849333333
low,rock,classic rock,0.321,0.482,11,-5.955,major,0.0303,0.0137,0,0.0693,0.615,201.758,3.038
low,rock,classic rock,0.282,0.699,11,-9.433,major,0.0468,0.722,0.00369,0.493,0.543,63.593,3.051783333
low,rock,classic rock,0.599,0.744,7,-8.72,major,0.0316,0.131,0.00275,0.0795,0.723,91.259,5.85445
low,rock,classic rock,0.359,0.854,11,-9.799,minor,0.0418,0.00194,0.00767,0.841,0.472,99.414,5.553783333
low,rock,classic rock,0.463,0.495,1,-12.203,major,0.041,0.059,1.25E-06,0.271,0.532,118.505,4.432216667
low,rock,classic rock,0.541,0.432,5,-8.076,major,0.0299,0.504,0.000261,0.225,0.415,121.007,3.222216667
low,rock,classic rock,0.309,0.93,11,-6.399,major,0.125,0.0192,0.0022,0.106,0.376,195.815,4.666666667
low,rock,classic rock,0.228,0.224,7,-12.749,major,0.0311,0.946,0.000222,0.273,0.18,60.3,3.561883333
low,rock,classic rock,0.652,0.583,9,-7.811,major,0.038,0.412,0,0.119,0.744,138.134,2.726666667
high,rock,classic rock,0.52,0.759,2,-9.92,major,0.0363,0.115,0,0.109,0.706,135.347,4.591116667
low,rock,classic rock,0.3,0.409,10,-7.323,major,0.0336,0.645,0.000155,0.402,0.304,78.074,3.802883333
low,rock,classic rock,0.736,0.793,2,-5.305,minor,0.29,0.0633,0.00079,0.0531,0.912,141.959,2.973783333
low,rock,classic rock,0.418,0.799,6,-8.303,major,0.077,0.00213,0.00502,0.387,0.798,125.594,5.593333333
low,rock,classic rock,0.785,0.948,5,-6.681,minor,0.0477,0.185,0.0143,0.156,0.967,136.811,3.409783333
low,rock,classic rock,0.725,0.446,6,-10.107,minor,0.0266,0.119,0.000169,0.0918,0.576,93.76,4.01445
low,rock,classic rock,0.696,0.514,10,-7.899,minor,0.0252,0.654,4.31E-06,0.318,0.682,87.159,4.193116667
low,rock,classic rock,0.598,0.659,2,-7.663,major,0.0378,0.508,0.0638,0.11,0.546,129.462,5.770216667
high,rock,classic rock,0.688,0.435,9,-11.359,major,0.0323,0.449,0,0.113,0.435,103.239,2.438883333
low,rock,classic rock,0.674,0.659,8,-8.049,major,0.0277,0.00156,0.00765,0.108,0.697,99.768,4.059783333
low,rock,classic rock,0.667,0.655,2,-9.339,minor,0.0367,0.0491,0.000894,0.0641,0.657,134.212,8.44
low,rock,classic rock,0.761,0.788,4,-11.672,major,0.0596,0.44,0.00531,0.341,0.768,138.902,3.28555
low,rock,classic rock,0.55,0.605,0,-12.7,major,0.0297,0.168,0.00573,0.0562,0.497,109.823,4.972883333
low,rock,classic rock,0.456,0.681,5,-10.028,major,0.0639,0.283,0.000191,0.0845,0.536,142.18,7.13555
high,rock,classic rock,0.396,0.338,0,-10.872,major,0.0304,0.198,2.62E-06,0.138,0.377,133.522,3.038216667
low,rock,classic rock,0.674,0.686,2,-11.927,major,0.0597,0.29,0.00322,0.189,0.814,124.204,3.11955
low,rock,classic rock,0.846,0.721,2,-5.248,major,0.0494,0.163,0,0.194,0.637,121.42,3.38755
low,rock,classic rock,0.643,0.669,0,-7.485,major,0.0398,0.208,0.00664,0.151,0.609,132.709,2.346216667
low,rock,classic rock,0.533,0.871,10,-6.085,major,0.0656,0.759,0.000186,0.337,0.97,167.841,2.657116667
low,rock,classic rock,0.395,0.535,7,-9.562,major,0.033,0.214,0.0167,0.196,0.679,189.139,3.001116667
low,rock,classic rock,0.459,0.708,6,-6.167,minor,0.0681,0.00142,4.44E-06,0.485,0.583,108.952,3.517333333
low,rock,classic rock,0.561,0.846,9,-4.48,major,0.0867,0.0634,0,0.193,0.75,116.168,2.400216667
low,rock,classic rock,0.469,0.735,7,-7.011,major,0.0395,0.323,6.35E-05,0.372,0.399,93.924,3.67245
low,rock,classic rock,0.521,0.951,6,-4.128,minor,0.0947,0.157,0.0212,0.36,0.702,115.926,2.81645
low,rock,classic rock,0.684,0.481,2,-12.59,major,0.0384,0.475,6.57E-05,0.118,0.784,115.078,4.166666667
low,rock,classic rock,0.529,0.452,2,-12.593,major,0.136,0.534,0.000151,0.301,0.539,78.196,4.712016667
high,rock,classic rock,0.635,0.914,0,-5.631,major,0.111,0.0597,0,0.601,0.922,156.014,2.924883333
low,rock,classic rock,0.553,0.635,10,-6.06,minor,0.0294,0.208,0.000672,0.076,0.45,108.38,3.29205
low,rock,classic rock,0.387,0.375,9,-10.852,major,0.0355,0.205,0.00647,0.0807,0.503,50.454,4.888216667
high,rock,classic rock,0.346,0.768,9,-5.695,major,0.0377,0.00603,0.38,0.0244,0.532,169.492,3.502666667
low,rock,classic rock,0.671,0.758,7,-6.999,major,0.126,0.206,0.00754,0.0408,0.868,102.17,2.88955
low,rock,classic rock,0.645,0.821,1,-4.912,major,0.248,0.106,5.38E-05,0.137,0.682,79.986,3.092216667
low,rock,classic rock,0.469,0.537,9,-10.421,major,0.152,0.0241,0.00201,0.269,0.783,124.193,6.380566667
low,rock,classic rock,0.78,0.711,0,-4.362,major,0.0294,0.00964,0.0016,0.144,0.97,104.694,3.048
low,rock,classic rock,0.402,0.814,10,-4.954,major,0.14,0.0383,1.19E-06,0.266,0.516,170.02,4.537783333
low,rock,classic rock,0.438,0.966,9,-6.103,major,0.0445,0.000442,0.463,0.691,0.713,169.798,4.378216667
low,rock,classic rock,0.394,0.337,5,-10.709,minor,0.0476,0.339,0.0431,0.165,0.586,178.32,6.395116667
low,rock,classic rock,0.594,0.555,9,-6.689,minor,0.0377,0.541,0.151,0.286,0.52,123.069,3.52045
low,rock,classic rock,0.867,0.899,0,-5.334,major,0.0354,0.101,0.00473,0.125,0.932,128.062,3.292
low,rock,classic rock,0.543,0.696,7,-4.572,major,0.0426,0.601,0.215,0.384,0.849,92.15,4.229116667
low,rock,classic rock,0.445,0.966,2,-3.751,major,0.054,0.0149,0.000915,0.164,0.321,109.482,3.597783333
low,rock,classic rock,0.618,0.74,7,-5.589,major,0.0386,0.00227,0.0408,0.0797,0.809,135.088,4.228883333
low,rock,classic rock,0.325,0.903,2,-3.173,major,0.117,0.00327,6.13E-06,0.0962,0.401,148.446,3.643333333
low,rock,classic rock,0.459,0.727,0,-11.777,major,0.0303,0.00614,0.065,0.384,0.954,149.229,4.86955
low,rock,classic rock,0.526,0.756,2,-5.083,minor,0.0266,0.4,2.39E-06,0.426,0.668,91.985,3.65755
low,rock,classic rock,0.49,0.781,11,-10.1,minor,0.268,0.0108,0.00118,0.065,0.764,79.166,3.002883333
low,rock,classic rock,0.781,0.484,2,-12.853,major,0.087,0.247,0.000138,0.147,0.804,119.993,5.510716667
low,rock,classic rock,0.65,0.665,9,-11.259,major,0.0372,0.0526,4.62E-06,0.13,0.593,115.51,4.237783333
low,rock,classic rock,0.533,0.907,7,-2.5,major,0.123,0.023,5.96E-05,0.617,0.512,142.098,3.455583333
low,rock,classic rock,0.746,0.56,5,-14.789,major,0.0565,0.494,0,0.316,0.853,124.68,3.082666667
low,rock,classic rock,0.692,0.312,7,-11.684,major,0.0375,0.833,0,0.0534,0.878,71.816,2.843116667
low,rock,classic rock,0.601,0.901,5,-8.414,minor,0.0463,0.00912,0.256,0.264,0.934,77.742,3.354666667
low,rock,classic rock,0.728,0.878,11,-6.926,minor,0.0564,0.176,0.856,0.61,0.911,126.59,4.376883333
low,rock,classic rock,0.367,0.896,0,-4.668,major,0.0422,0.0179,0.000205,0.356,0.512,148.643,3.930266667
low,rock,classic rock,0.56,0.728,6,-4.132,major,0.0361,0.0622,2.14E-06,0.131,0.78,82.122,3.718666667
low,rock,classic rock,0.523,0.652,4,-4.942,major,0.0448,0.166,4.11E-06,0.0978,0.275,157.989,3.760433333
low,rock,classic rock,0.649,0.944,2,-4.518,major,0.0485,0.0158,4.41E-05,0.161,0.489,126.059,3.662416667
low,rock,classic rock,0.724,0.876,11,-5.854,minor,0.0873,0.16,0.00278,0.116,0.812,92.169,3.902216667
low,rock,classic rock,0.403,0.926,8,-3.171,major,0.0527,0.000372,0.00355,0.0844,0.736,171.066,3.995783333
low,rock,classic rock,0.615,0.56,0,-7.721,major,0.0389,0.442,3.99E-06,0.132,0.502,131.859,3.793333333
low,rock,classic rock,0.476,0.869,2,-4.13,major,0.0371,0.00918,3.44E-05,0.0582,0.613,77.47,3.655233333
low,rock,classic rock,0.713,0.911,9,-5.45,major,0.0467,0.00808,0,0.131,0.927,134.822,3.899333333
low,rock,classic rock,0.547,0.853,3,-2.49,minor,0.0355,0.2,2.98E-06,0.254,0.723,137.561,3.654883333
low,rock,classic rock,0.644,0.623,11,-9.209,minor,0.0358,0.409,0.015,0.378,0.777,91.661,5.970883333
low,rock,classic rock,0.646,0.724,11,-5.383,major,0.0237,0.0531,0.000588,0.0597,0.328,103.394,4.42645
low,rock,classic rock,0.26,0.978,8,-3.842,major,0.217,5.00E-04,0.000107,0.28,0.272,133.104,3.67555
low,rock,classic rock,0.504,0.729,0,-4.91,major,0.0404,0.0947,8.85E-06,0.114,0.563,77.472,4.844216667
low,rock,classic rock,0.538,0.721,2,-5.974,major,0.0342,0.19,5.73E-05,0.0723,0.339,141.969,3.529
low,rock,classic rock,0.545,0.757,0,-5.228,major,0.0396,0.408,0.045,0.16,0.714,152.217,7.266666667
low,rock,classic rock,0.563,0.299,4,-9.909,major,0.032,0.49,0,0.305,0.129,115.147,4.54425
high,rock,classic rock,0.647,0.582,10,-9.538,minor,0.0755,0.41,1.93E-06,0.0715,0.915,167.396,2.441333333
low,rock,classic rock,0.249,0.97,1,-5.879,major,0.121,0.0226,0.13,0.0701,0.26,165.059,2.774666667
low,rock,classic rock,0.342,0.239,10,-15.682,major,0.0394,0.853,2.94E-05,0.0691,0.494,200.639,3.996883333
low,rock,classic rock,0.62,0.749,2,-8.013,major,0.143,0.745,0.000241,0.0432,0.497,106.514,2.878
low,rock,classic rock,0.685,0.523,2,-10.68,minor,0.0313,0.215,3.17E-05,0.0453,0.965,124.571,5.94955
low,rock,classic rock,0.742,0.601,7,-12.162,major,0.0293,0.0697,1.11E-06,0.117,0.974,126.064,3.16355
high,rock,classic rock,0.828,0.492,0,-9.744,major,0.0276,0.0644,0.00428,0.128,0.789,120.151,4.296666667
low,rock,classic rock,0.415,0.653,5,-11.787,major,0.054,0.475,0.469,0.301,0.234,114.363,7.21845
high,rock,classic rock,0.625,0.758,5,-6.213,minor,0.0463,0.512,0.00022,0.153,0.695,119.719,4.18755
low,rock,classic rock,0.703,0.58,9,-8.611,minor,0.0282,0.461,2.74E-05,0.518,0.896,119.855,4.33045
low,rock,classic rock,0.634,0.833,9,-5.117,minor,0.0323,0.165,4.63E-05,0.162,0.799,129.587,3.74355
low,rock,classic rock,0.685,0.806,2,-12.151,major,0.0497,0.233,0.728,0.105,0.31,134.889,8.52155
low,rock,classic rock,0.547,0.82,8,-6.728,major,0.0805,0.261,0,0.3,0.933,118.208,2.881116667
low,rock,classic rock,0.42,0.668,1,-7.35,major,0.0517,0.607,0.016,0.0585,0.338,125.391,5.842883333
low,rock,classic rock,0.726,0.802,5,-10.059,major,0.0302,0.0722,0.0348,0.339,0.925,148.208,5.812666667
low,rock,classic rock,0.657,0.724,0,-7.465,major,0.0648,0.301,5.54E-06,0.658,0.755,131.914,5.390883333
low,rock,classic rock,0.615,0.537,10,-9.315,major,0.0293,0.453,4.32E-06,0.0924,0.349,136.625,4.700216667
low,rock,classic rock,0.255,0.545,9,-11.364,major,0.0287,0.00905,0.00796,0.0624,0.569,145.57,7.553333333
low,rock,classic rock,0.601,0.593,0,-11.685,major,0.0257,0.181,0.000441,0.121,0.902,97.784,4.752666667
low,rock,classic rock,0.392,0.402,0,-9.961,minor,0.0536,0.288,0,0.243,0.228,143.883,5.905333333
low,rock,classic rock,0.268,0.459,7,-6.948,minor,0.0346,0.378,0,0.119,0.172,64.223,2.986666667
low,rock,classic rock,0.518,0.761,0,-7.025,major,0.0452,0.158,0.00765,0.0715,0.576,118.738,2.846666667
low,rock,classic rock,0.602,0.614,0,-8.105,major,0.0387,0.17,0.0684,0.201,0.544,132.206,2.326666667
low,rock,classic rock,0.63,0.676,2,-9.19,major,0.0277,0.0101,5.35E-06,0.0628,0.901,89.663,2.325116667
low,rock,classic rock,0.773,0.543,0,-9.97,major,0.0292,0.093,5.63E-06,0.175,0.802,115.997,2.666666667
low,rock,classic rock,0.917,0.649,2,-7.972,major,0.0419,0.131,0.00115,0.0536,0.752,117.626,3.85
low,rock,classic rock,0.522,0.892,6,-8.472,major,0.0515,0.0239,0.0715,0.295,0.939,166.093,2.123333333
low,rock,classic rock,0.625,0.665,4,-11.681,minor,0.0375,0.0786,1.37E-05,0.047,0.97,150.275,3.917783333
low,rock,classic rock,0.812,0.407,9,-8.152,major,0.0433,0.0338,3.83E-06,0.0555,0.584,103.968,4.268216667
low,rock,classic rock,0.663,0.904,11,-2.656,major,0.033,0.182,0.00523,0.354,0.695,123.155,3.690666667
high,rock,classic rock,0.414,0.161,7,-22.32,minor,0.0318,0.883,0.000223,0.117,0.423,159.375,3.324883333
low,rock,classic rock,0.538,0.48,7,-9.863,major,0.0268,0.204,0.0462,0.0955,0.834,171.773,3.121333333
low,rock,classic rock,0.496,0.586,7,-10.991,major,0.0353,0.182,0,0.332,0.899,148.882,3.058666667
low,rock,classic rock,0.625,0.428,9,-7.813,minor,0.0294,0.38,7.87E-06,0.27,0.584,133.166,4.588216667
low,rock,classic rock,0.686,0.632,9,-11.433,major,0.0353,0.0398,2.20E-06,0.0686,0.88,118.965,3.202216667
low,rock,classic rock,0.531,0.948,9,-5.438,major,0.0568,0.006,0.0117,0.694,0.498,136.891,4.968216667
low,rock,classic rock,0.473,0.566,4,-6.242,major,0.0487,0.0451,0.597,0.104,0.443,85.925,5.253216667
low,rock,classic rock,0.657,0.435,10,-15.707,major,0.0552,0.739,0,0.167,0.771,135.975,3.018883333
low,rock,classic rock,0.575,0.909,3,-8.003,major,0.0654,0.0582,0.238,0.0724,0.693,137.335,3.704666667
low,rock,classic rock,0.597,0.487,0,-11.47,minor,0.0307,0.462,0,0.0915,0.802,75.104,2.65555
low,rock,classic rock,0.583,0.916,2,-6.956,major,0.0354,0.0269,1.61E-06,0.928,0.605,132.261,4.58285
low,rock,classic rock,0.649,0.679,2,-12.515,major,0.0316,0.464,0.00121,0.339,0.971,126.867,3.676216667
low,rock,classic rock,0.681,0.554,4,-10.333,major,0.0343,0.476,0,0.167,0.933,129.587,3.393333333
low,rock,classic rock,0.669,0.707,0,-13.66,minor,0.0478,0.347,0.000716,0.0997,0.806,124.335,4.591783333
low,rock,classic rock,0.782,0.808,2,-8.374,major,0.0291,0.0298,0,0.161,0.971,104.983,2.9432
low,rock,classic rock,0.815,0.676,0,-9.68,major,0.047,0.0825,0.662,0.0508,0.991,139.764,3.188883333
high,rock,classic rock,0.408,0.48,9,-11.017,major,0.0266,0.155,1.82E-05,0.0877,0.19,156.344,4.912883333
low,rock,classic rock,0.204,0.896,0,-5.931,major,0.049,0.00266,0,0.152,0.653,90.6,5.597116667
low,rock,classic rock,0.202,0.644,11,-5.212,major,0.0324,0.0979,0,0.109,0.252,85.04,4.451333333
low,rock,classic rock,0.799,0.404,11,-13.597,minor,0.0461,0.11,0,0.387,0.893,131.012,4.521116667
low,rock,classic rock,0.446,0.598,2,-11.264,minor,0.0363,0.0112,0,0.057,0.778,124.251,4.122883333
low,rock,classic rock,0.324,0.84,1,-7.31,major,0.0489,0.358,0.000239,0.367,0.576,136.136,3.793783333
low,rock,classic rock,0.616,0.777,4,-12.179,minor,0.0549,0.0215,0.075,0.0512,0.786,111.732,4.337333333
low,rock,classic rock,0.468,0.97,9,-4.855,major,0.0395,0.000142,0.59,0.677,0.702,169.911,4.367116667
low,rock,classic rock,0.758,0.805,0,-4.243,major,0.0279,0.211,1.53E-05,0.0982,0.961,116.543,2.69645
low,rock,classic rock,0.467,0.827,9,-6.858,major,0.0967,0.263,0.778,0.194,0.562,146.045,3.503116667
low,rock,classic rock,0.504,0.719,1,-9.155,minor,0.0431,0.00878,0.00149,0.075,0.177,102.144,6.445116667
low,rock,classic rock,0.465,0.865,11,-9.573,minor,0.098,0.018,0.00135,0.0769,0.677,117.528,3.964883333
high,rock,classic rock,0.712,0.967,7,-5.206,major,0.047,0.0771,0,0.356,0.895,145.024,4.79555
high,rock,classic rock,0.701,0.943,4,-2.986,major,0.0456,0.0747,0,0.601,0.791,128.992,3.295116667
low,rock,classic rock,0.579,0.872,0,-6.126,major,0.159,0.159,0,0.0935,0.761,76.214,3.926
low,rock,classic rock,0.768,0.744,8,-11.267,major,0.0338,0.0218,0.712,0.063,0.963,127.036,4.43155
high,rock,classic rock,0.851,0.551,4,-5.177,major,0.0396,0.151,0,0.0827,0.807,131.922,3.657783333
high,rock,classic rock,0.527,0.509,7,-10.893,major,0.0628,0.6,0,0.144,0.497,138.317,8.597783333
low,rock,classic rock,0.51,0.926,4,-4.073,minor,0.0613,0.00368,0.0365,0.137,0.6,137.374,4.380883333
low,rock,classic rock,0.597,0.812,5,-12.062,major,0.0315,0.0219,0.00106,0.102,0.823,135.68,3.64
low,rock,classic rock,0.522,0.755,9,-6.95,major,0.0524,0.0517,6.63E-05,0.0781,0.637,151.796,4.496883333
high,rock,classic rock,0.583,0.947,5,-5.12,major,0.0378,0.0185,0.00109,0.0679,0.803,135.448,3.726883333
low,rock,classic rock,0.63,0.688,2,-9.816,major,0.0266,0.124,4.78E-05,0.158,0.893,124.825,3.634
low,rock,classic rock,0.622,0.54,5,-13.99,major,0.0261,0.017,0.00771,0.265,0.847,130.879,4.415116667
low,rock,classic rock,0.69,0.54,4,-10.516,major,0.0317,0.218,0.00657,0.115,0.764,114.846,3.712216667
low,rock,classic rock,0.671,0.71,9,-7.724,major,0.0356,0.0393,1.12E-05,0.0387,0.834,118.745,3.22245
high,rock,classic rock,0.692,0.711,0,-7.498,minor,0.0317,0.227,0,0.12,0.875,125.135,3.61555
high,rock,classic rock,0.691,0.812,0,-7.772,major,0.0558,0.0433,1.16E-06,0.299,0.685,127.568,3.677116667
high,rock,classic rock,0.573,0.902,6,-7.638,minor,0.054,0.018,0.00125,0.0928,0.876,84.412,3.754666667
high,rock,classic rock,0.645,0.795,7,-12.095,major,0.0527,0.347,0.00389,0.104,0.535,112.067,4.191483333
high,rock,classic rock,0.768,0.829,5,-5.109,major,0.0313,0.0964,2.92E-05,0.097,0.962,118.773,3.90555
low,rock,classic rock,0.816,0.791,4,-4.21,major,0.0372,0.0353,0.000345,0.17,0.963,128.521,3.34155
low,rock,classic rock,0.675,0.61,1,-13.811,major,0.085,0.0852,0.0188,0.159,0.344,131.037,4.23
low,rock,classic rock,0.854,0.957,8,-6.07,major,0.0705,0.156,0.622,0.308,0.628,118.185,4.287333333
low,rock,classic rock,0.537,0.959,0,-3.002,minor,0.0557,0.0704,1.80E-06,0.382,0.828,122.806,3.711783333
high,rock,classic rock,0.779,0.867,3,-3.704,minor,0.0457,0.0491,7.98E-06,0.197,0.915,138.858,4.300666667
low,rock,classic rock,0.441,0.97,1,-2.1,minor,0.0708,0.192,1.68E-06,0.312,0.5,128.289,2.87785
high,rock,classic rock,0.596,0.605,7,-12.145,major,0.0255,0.181,0.000331,0.0863,0.886,97.798,4.73
high,rock,classic rock,0.92,0.654,11,-3.051,minor,0.0401,0.0236,0.0158,0.0359,0.847,117.046,4.897116667
low,rock,classic rock,0.486,0.747,6,-7.248,major,0.0407,0.0203,0.00607,0.0992,0.368,132.29,5.6
high,rock,classic rock,0.933,0.528,5,-6.472,minor,0.161,0.112,0.312,0.163,0.754,109.967,3.57755
low,rock,classic rock,0.787,0.889,8,-3.786,major,0.0397,0.00462,0.423,0.0665,0.394,114.091,4.122666667
high,rock,classic rock,0.389,0.873,4,-4.768,minor,0.0475,0.00532,0.0055,0.273,0.303,106.767,5.204883333
high,rock,classic rock,0.527,0.978,8,-5.436,major,0.109,0.00124,4.75E-05,0.0744,0.463,141.169,3.503783333
high,rock,classic rock,0.54,0.982,4,-2.962,minor,0.0458,0.435,3.37E-05,0.0457,0.91,126.294,4.42955
low,rock,classic rock,0.555,0.973,9,-3.804,major,0.035,0.048,0,0.0853,0.805,118.642,5.27845
low,rock,classic rock,0.536,0.72,7,-11.277,minor,0.0436,0.00202,0.000127,0.357,0.633,117.367,3.315116667
low,rock,classic rock,0.584,0.708,5,-10.039,major,0.0593,0.0264,0.00364,0.112,0.564,137.657,3.77
low,rock,classic rock,0.546,0.901,5,-6.729,major,0.0685,0.0422,4.48E-05,0.292,0.459,90.591,3.598883333
low,rock,classic rock,0.213,0.634,4,-12.967,minor,0.0596,0.369,0.00199,0.359,0.354,174.443,5.146666667
low,rock,classic rock,0.511,0.857,0,-7.54,major,0.0402,0.0818,0,0.473,0.722,121.516,3.599433333
low,rock,classic rock,0.457,0.904,2,-5.303,major,0.0747,0.000239,0.0879,0.396,0.48,141.038,5.29045
low,rock,classic rock,0.518,0.938,8,-5.964,minor,0.0416,0.021,0.000305,0.288,0.71,139.138,3.796666667
low,rock,classic rock,0.79,0.653,1,-11.511,major,0.0397,0.00717,0,0.0386,0.94,99.826,3.954
low,rock,classic rock,0.455,0.758,0,-11.361,major,0.0454,0.223,2.51E-06,0.0986,0.54,141.304,4.9
high,rock,classic rock,0.39,0.649,2,-5.163,major,0.0345,0.172,0,0.216,0.144,121.16,4.996
low,rock,classic rock,0.464,0.94,0,-8.06,major,0.0457,0.000184,0.11,0.988,0.346,146.595,4.821116667
low,rock,classic rock,0.452,0.604,2,-8.239,minor,0.0315,0.0146,0.00763,0.18,0.556,106.045,3.89245
low,rock,classic rock,0.475,0.899,9,-4.321,minor,0.0637,0.00375,1.91E-05,0.14,0.603,152.445,3.84445
low,rock,classic rock,0.548,0.843,8,-7.32,major,0.0597,0.0373,1.26E-06,0.0536,0.719,129.661,3.134733333
low,rock,classic rock,0.454,0.946,1,-5.978,minor,0.13,0.0223,0,0.173,0.647,138.18,2.60245
high,rock,classic rock,0.768,0.852,4,-6.215,major,0.038,0.213,7.45E-05,0.0723,0.867,128.374,4.520666667
low,rock,classic rock,0.337,0.684,2,-7.674,major,0.0495,0.0319,6.57E-06,0.342,0.404,88.772,4.26
low,rock,classic rock,0.345,0.531,0,-12.708,major,0.0305,0.00642,7.28E-06,0.14,0.49,176.302,5.228216667
high,rock,classic rock,0.456,0.863,3,-3.551,major,0.0894,0.133,0.0545,0.0553,0.532,135.966,5.02045
low,rock,classic rock,0.531,0.626,0,-13.371,major,0.0452,0.0606,0,0.0767,0.746,88.236,3.794883333
low,rock,classic rock,0.706,0.785,11,-7.666,minor,0.041,0.00802,0.0319,0.195,0.636,105.893,4.130483333
high,rock,permanent wave,0.674,0.789,8,-6.903,major,0.0676,0.00178,0.0071,0.0754,0.918,129.804,2.019333333
low,rock,permanent wave,0.568,0.829,7,-7.066,major,0.0303,0.218,0.00418,0.0976,0.79,124.201,5.804883333
low,rock,permanent wave,0.314,0.797,0,-9.026,major,0.038,0.0057,5.59E-05,0.0718,0.569,145.393,5.86045
low,rock,permanent wave,0.613,0.885,10,-7.463,major,0.052,0.0804,0.746,0.0997,0.919,118.506,4.386883333
low,rock,permanent wave,0.715,0.817,5,-6.227,minor,0.0532,0.0325,1.61E-06,0.851,0.871,133.858,5.35955
low,rock,permanent wave,0.623,0.622,2,-12.255,major,0.0412,0.00168,0.181,0.343,0.319,125.166,3.241783333
low,rock,permanent wave,0.34,0.804,0,-8.355,major,0.0516,0.00331,0.0191,0.0727,0.854,131.5,4.326666667
low,rock,permanent wave,0.628,0.455,7,-12.436,major,0.0427,0.141,0.693,0.135,0.858,102.09,5.306216667
high,rock,permanent wave,0.721,0.521,2,-8.123,major,0.0612,0.0707,0.00552,0.127,0.942,123.118,4.356883333
low,rock,permanent wave,0.402,0.597,2,-9.258,major,0.0327,0.0385,2.09E-06,0.109,0.496,81.806,4.783333333
high,rock,permanent wave,0.575,0.318,0,-16.729,major,0.109,0.683,0.000202,0.0934,0.385,104.522,4.236216667
high,rock,permanent wave,0.356,0.917,9,-6.006,major,0.0479,0.0335,0,0.406,0.518,171.176,5.95445
low,rock,permanent wave,0.59,0.851,4,-11.754,major,0.0297,0.0174,0.0975,0.154,0.968,146.213,3.63845
low,rock,permanent wave,0.443,0.797,11,-5.329,minor,0.0351,0.0526,0,0.0997,0.521,123.428,3.423116667
high,rock,permanent wave,0.645,0.795,7,-12.095,major,0.0527,0.347,0.00389,0.104,0.535,112.067,4.191483333
low,rock,permanent wave,0.559,0.764,2,-7.058,minor,0.0348,0.00441,0.0299,0.0807,0.932,143.319,3.56155
low,rock,permanent wave,0.523,0.941,4,-4.444,minor,0.0377,0.0878,0.148,0.106,0.145,120.67,3.2054
high,rock,permanent wave,0.526,0.763,0,-12.663,minor,0.0341,0.00126,6.75E-05,0.359,0.514,136.205,3.586
low,rock,permanent wave,0.874,0.318,3,-6.869,major,0.0454,0.0353,1.69E-05,0.217,0.919,116.117,3.58445
low,rock,permanent wave,0.222,0.81,0,-6.189,major,0.0399,0.000188,0.0181,0.084,0.266,96.302,4.849333333
high,rock,permanent wave,0.694,0.577,4,-14.63,major,0.0308,0.015,0.00836,0.0853,0.845,114.478,4.59555
low,rock,permanent wave,0.487,0.759,11,-4.849,major,0.0405,0.0273,0,0.165,0.227,80.958,3.472666667
high,rock,permanent wave,0.666,0.855,9,-5.051,minor,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,4.473783333
low,rock,permanent wave,0.484,0.262,7,-13.286,major,0.0263,0.978,5.99E-05,0.117,0.332,98.516,2.706883333
low,rock,permanent wave,0.491,0.942,7,-5.333,major,0.132,0.156,0,0.367,0.387,100.446,3.191783333
low,rock,permanent wave,0.424,0.632,9,-7.243,major,0.0922,0.021,0.0117,0.0545,0.356,97.694,4.242216667
low,rock,permanent wave,0.619,0.579,4,-9.307,major,0.0473,0.0152,6.40E-05,0.0858,0.69,127.224,3.76045
low,rock,permanent wave,0.595,0.804,7,-7.911,minor,0.0326,0.0129,1.97E-05,0.299,0.586,89.846,5.692216667
low,rock,permanent wave,0.478,0.923,10,-7.547,major,0.0569,2.70E-05,0.719,0.325,0.165,133.134,3.563333333
low,rock,permanent wave,0.587,0.994,2,-5.61,major,0.045,0.155,0.0734,0.0319,0.481,151.941,2.552216667
low,rock,permanent wave,0.616,0.346,10,-10.438,major,0.0304,0.604,0.00232,0.0914,0.344,143.351,4.574883333
